ride_id,driver_id,pickup_location_id,dropoff_location_id,pickup_datetime,trip_duration_minutes,fare_amount
10755,253,33,132,2025-12-08 05:40:00,51,75.79
458,85,239,120,2025-12-08 05:51:00,14,24.98
1159,161,124,159,2025-12-08 05:55:00,9,18.65
1926,282,46,209,2025-12-08 06:06:00,28,46.29
7235,276,138,262,2025-12-08 06:19:00,34,54.19
3477,122,137,17,2025-12-08 06:20:00,14,21.85
8225,275,124,12,2025-12-08 06:25:00,10,17.8
15906,2,259,49,2025-12-08 06:44:00,30,49.79
1925,161,217,83,2025-12-08 06:49:00,46,74.41
10708,62,89,32,2025-12-08 06:57:00,12,21.85
6681,131,236,33,2025-12-08 07:00:00,16,25.19
5077,183,265,50,2025-12-08 07:04:00,9,16.03
2931,82,176,180,2025-12-08 07:12:00,54,83.24
18599,207,193,248,2025-12-08 07:18:00,40,60.35
15368,241,255,71,2025-12-08 07:22:00,6,12.76
14873,393,178,184,2025-12-08 07:26:00,28,43.62
5915,107,58,140,2025-12-08 07:27:00,36,55.27
16499,401,113,65,2025-12-08 07:35:00,23,37.81
14135,420,32,241,2025-12-08 07:39:00,33,50.67
3652,402,150,132,2025-12-08 07:40:00,35,52.1
14624,55,139,209,2025-12-08 07:43:00,18,28.35
6821,487,74,247,2025-12-08 07:46:00,47,72.45
18425,99,105,202,2025-12-08 07:59:00,53,84.07
8199,388,210,77,2025-12-08 07:59:00,46,71.94
6469,292,112,36,2025-12-08 08:06:00,57,87.73
4673,95,37,258,2025-12-08 08:18:00,22,33.62
4630,460,184,98,2025-12-08 08:25:00,9,15.77
9299,200,183,83,2025-12-08 08:26:00,40,59.94
10526,121,76,262,2025-12-08 08:36:00,17,32.84
7161,204,127,190,2025-12-08 08:39:00,5,11.35
1616,106,184,215,2025-12-08 08:46:00,37,59.38
17013,114,117,21,2025-12-08 08:53:00,47,75.98
9830,298,23,21,2025-12-08 09:21:00,48,74.69
15157,388,177,245,2025-12-08 09:43:00,60,90.79
4199,464,39,260,2025-12-08 09:50:00,59,93.15
15269,390,210,204,2025-12-08 09:51:00,36,58.87
6916,240,177,34,2025-12-08 10:00:00,49,78.23
2009,128,45,226,2025-12-08 10:04:00,44,64.62
8706,151,72,89,2025-12-08 10:14:00,56,89.03
11816,11,36,102,2025-12-08 10:15:00,37,61.19
11173,300,241,100,2025-12-08 10:21:00,49,77.36
6229,301,224,80,2025-12-08 10:25:00,50,79.85
12545,37,32,191,2025-12-08 10:31:00,14,20.74
5030,248,195,160,2025-12-08 10:32:00,44,67.9
7981,336,146,7,2025-12-08 10:36:00,51,78.49
10769,268,133,163,2025-12-08 10:48:00,20,35.55
12799,376,54,84,2025-12-08 10:49:00,19,32.04
14660,231,185,80,2025-12-08 11:02:00,19,31.65
10010,327,208,84,2025-12-08 11:04:00,5,10.95
7478,343,50,263,2025-12-08 11:22:00,41,63.51
17828,257,53,112,2025-12-08 11:23:00,33,55.65
16413,407,259,250,2025-12-08 11:51:00,46,74.56
10728,357,199,107,2025-12-08 11:55:00,31,48.23
8140,298,137,150,2025-12-08 12:01:00,28,46.27
17523,355,161,95,2025-12-08 12:10:00,5,11.93
4793,241,104,56,2025-12-08 12:14:00,5,11.59
10783,456,21,18,2025-12-08 12:16:00,42,65.63
6362,229,140,69,2025-12-08 12:17:00,5,9.97
1340,417,157,241,2025-12-08 12:19:00,37,57.64
5486,37,184,126,2025-12-08 12:31:00,41,64.51
500,418,49,83,2025-12-08 12:39:00,46,73.23
12947,289,185,255,2025-12-08 12:43:00,18,28.26
10072,282,99,92,2025-12-08 12:48:00,41,66.54
14592,43,173,195,2025-12-08 12:57:00,53,82.81
4106,171,173,222,2025-12-08 12:58:00,19,30.49
9436,339,151,79,2025-12-08 13:01:00,19,28.95
13068,82,3,213,2025-12-08 13:14:00,18,31.26
14116,5,35,264,2025-12-08 13:20:00,41,66.35
18175,263,7,73,2025-12-08 13:27:00,40,66.86
18540,396,254,87,2025-12-08 13:29:00,13,23.29
6387,26,127,113,2025-12-08 13:30:00,50,80.09
19775,157,152,250,2025-12-08 13:34:00,10,19.52
10390,273,44,109,2025-12-08 13:37:00,19,29.12
17249,29,245,236,2025-12-08 13:40:00,47,72.48
68,97,162,73,2025-12-08 13:46:00,23,39.44
9310,392,64,233,2025-12-08 13:53:00,50,77.67
15458,190,256,167,2025-12-08 13:55:00,46,70.13
9758,359,10,237,2025-12-08 13:56:00,9,14.62
14337,121,126,165,2025-12-08 14:18:00,40,62.22
2339,328,257,31,2025-12-08 14:20:00,30,50.81
13279,49,170,239,2025-12-08 14:23:00,36,58.05
8077,2,229,202,2025-12-08 14:37:00,6,10.37
3429,76,262,216,2025-12-08 14:39:00,25,43.74
17386,324,106,104,2025-12-08 14:58:00,52,80.37
6998,380,200,125,2025-12-08 15:00:00,50,77.92
18151,163,66,181,2025-12-08 15:04:00,39,60.68
16627,190,95,147,2025-12-08 15:22:00,17,25.7
18576,392,146,257,2025-12-08 15:23:00,40,66.58
17407,32,249,144,2025-12-08 15:36:00,48,75.65
13547,120,38,136,2025-12-08 15:39:00,14,23.11
3611,251,122,91,2025-12-08 15:50:00,6,11.2
2598,344,40,201,2025-12-08 15:51:00,29,46.91
16557,465,46,258,2025-12-08 15:53:00,34,57.76
1019,45,206,111,2025-12-08 15:59:00,33,52.39
1400,240,23,93,2025-12-08 15:59:00,59,88.8
19498,360,93,239,2025-12-08 16:01:00,7,15.26
13029,63,125,200,2025-12-08 16:02:00,21,35.9
1327,327,183,23,2025-12-08 16:04:00,41,60.59
8729,490,42,24,2025-12-08 16:19:00,21,34.53
3989,102,126,240,2025-12-08 16:30:00,40,59.94
9889,300,253,264,2025-12-08 16:38:00,31,51.55
3128,417,71,81,2025-12-08 16:40:00,19,31.78
8870,318,159,6,2025-12-08 16:40:00,43,67.92
16389,303,124,83,2025-12-08 16:45:00,52,82.43
4497,190,148,208,2025-12-08 16:50:00,19,30.76
5930,328,118,216,2025-12-08 16:54:00,27,42.9
2579,316,197,229,2025-12-08 16:57:00,25,36.54
16257,196,103,167,2025-12-08 17:02:00,26,41.57
1895,29,53,8,2025-12-08 17:02:00,60,92.1
937,416,51,105,2025-12-08 17:08:00,5,14.47
11728,466,257,164,2025-12-08 17:14:00,9,17.51
11350,410,255,16,2025-12-08 17:34:00,58,90.32
13811,442,65,38,2025-12-08 17:36:00,48,74.53
11681,74,139,243,2025-12-08 17:38:00,20,34.29
18847,39,45,193,2025-12-08 17:39:00,41,63.93
10540,298,200,238,2025-12-08 17:39:00,11,17.25
5692,438,202,141,2025-12-08 17:41:00,7,14.31
7789,284,116,172,2025-12-08 17:45:00,29,46.39
2679,79,210,25,2025-12-08 17:52:00,35,55.29
9992,14,59,133,2025-12-08 17:53:00,8,15.64
9543,125,102,159,2025-12-08 17:54:00,8,17.01
8939,120,142,162,2025-12-08 18:05:00,23,37.11
13807,31,109,163,2025-12-08 18:05:00,36,57.11
16065,369,80,1,2025-12-08 18:06:00,45,72.65
3568,206,131,228,2025-12-08 18:35:00,8,18.35
4976,270,56,62,2025-12-08 18:46:00,34,52.89
10303,94,56,7,2025-12-08 18:51:00,56,86.87
10143,178,107,79,2025-12-08 18:55:00,21,31.97
12401,170,7,234,2025-12-08 19:00:00,24,38.8
7038,470,147,26,2025-12-08 19:01:00,48,74.89
18951,110,35,236,2025-12-08 19:03:00,53,83.55
4601,146,108,158,2025-12-08 19:07:00,58,89.74
4083,448,142,115,2025-12-08 19:18:00,34,54.46
16090,271,47,173,2025-12-08 19:39:00,44,69.52
12164,399,173,255,2025-12-08 19:50:00,52,82.38
9892,233,230,235,2025-12-08 20:00:00,38,64.44
16857,156,116,134,2025-12-08 20:00:00,41,64.9
19444,469,60,122,2025-12-08 20:06:00,45,70.35
13566,432,30,181,2025-12-08 20:09:00,29,48.8
12655,430,236,257,2025-12-08 20:10:00,49,76.71
10396,39,135,229,2025-12-08 20:16:00,16,25.76
13194,130,50,152,2025-12-08 20:19:00,54,83.83
5177,177,177,160,2025-12-08 20:25:00,60,91.57
15397,25,240,258,2025-12-08 20:29:00,55,85.32
17442,199,164,89,2025-12-08 20:35:00,9,13.99
19609,394,96,253,2025-12-08 20:45:00,16,27.84
8098,152,76,63,2025-12-08 20:45:00,46,75.17
11057,42,94,96,2025-12-08 20:49:00,48,75.31
19260,41,14,215,2025-12-08 21:06:00,18,31.53
17102,455,43,200,2025-12-08 21:11:00,37,57.05
18620,15,12,205,2025-12-08 21:15:00,26,44.26
8514,381,119,92,2025-12-08 21:36:00,57,89.11
13956,148,33,49,2025-12-08 21:40:00,34,52.59
18169,69,120,68,2025-12-08 21:46:00,18,29.98
12921,157,265,1,2025-12-08 21:49:00,60,91.28
6911,137,162,204,2025-12-08 21:59:00,46,70.04
4108,269,60,160,2025-12-08 22:00:00,10,14.33
321,244,146,2,2025-12-08 22:02:00,21,32.85
10403,24,194,33,2025-12-08 22:09:00,30,48.49
5947,277,265,3,2025-12-08 22:22:00,38,58.79
1974,361,25,173,2025-12-08 22:25:00,16,24.48
8392,366,41,117,2025-12-08 22:27:00,20,29.24
4098,417,165,209,2025-12-08 22:45:00,40,63.71
6904,65,96,189,2025-12-08 23:02:00,43,66.91
12690,310,166,255,2025-12-08 23:07:00,37,57.83
14969,126,133,53,2025-12-08 23:23:00,37,60.75
8618,251,15,249,2025-12-08 23:32:00,22,34.24
9117,219,226,174,2025-12-08 23:36:00,53,84.15
3705,59,12,223,2025-12-08 23:43:00,58,94.62
15057,49,85,105,2025-12-08 23:53:00,24,40.67
8509,144,243,251,2025-12-09 00:05:00,14,23.67
8942,152,212,262,2025-12-09 00:12:00,39,64.66
11814,467,33,228,2025-12-09 00:16:00,6,10.78
14314,250,253,5,2025-12-09 00:20:00,8,14.87
65,396,230,114,2025-12-09 00:29:00,11,23.93
3417,301,31,126,2025-12-09 00:31:00,41,63.29
16992,368,163,123,2025-12-09 00:32:00,40,61.15
19614,205,58,239,2025-12-09 00:37:00,53,85.28
17482,18,15,5,2025-12-09 00:38:00,22,35.84
9359,143,192,6,2025-12-09 00:41:00,49,76.79
15514,27,170,102,2025-12-09 00:58:00,57,88.84
17729,40,131,244,2025-12-09 01:00:00,31,51.02
18457,292,216,79,2025-12-09 01:08:00,56,83.35
4151,84,34,38,2025-12-09 01:08:00,38,60.35
15666,500,136,76,2025-12-09 01:12:00,48,70.66
11253,156,235,59,2025-12-09 01:19:00,17,31.34
589,4,104,97,2025-12-09 01:23:00,36,58.43
5606,7,235,238,2025-12-09 01:30:00,36,55.19
3234,133,178,44,2025-12-09 01:34:00,7,15.75
11944,260,115,217,2025-12-09 01:38:00,56,88.15
13348,419,253,75,2025-12-09 01:42:00,46,72.26
15895,412,145,262,2025-12-09 01:49:00,53,80.59
13358,377,155,138,2025-12-09 01:59:00,8,14.6
4184,298,93,225,2025-12-09 02:01:00,15,24.65
11135,339,97,250,2025-12-09 02:05:00,18,27.2
840,189,46,134,2025-12-09 02:24:00,16,30.0
13391,164,117,129,2025-12-09 02:31:00,55,88.04
3428,8,254,133,2025-12-09 02:39:00,27,46.82
16224,230,140,98,2025-12-09 02:39:00,57,88.79
17093,405,255,200,2025-12-09 02:44:00,11,21.55
3517,69,163,211,2025-12-09 02:45:00,45,72.03
14976,216,241,28,2025-12-09 02:46:00,22,33.79
9632,279,120,61,2025-12-09 02:53:00,16,26.9
12795,127,195,21,2025-12-09 02:58:00,48,74.14
18892,21,85,211,2025-12-09 03:02:00,29,46.99
16729,497,216,193,2025-12-09 03:04:00,32,53.77
9537,396,62,158,2025-12-09 03:10:00,19,33.7
3935,50,17,263,2025-12-09 03:15:00,32,50.59
2387,41,175,217,2025-12-09 03:22:00,23,39.35
13283,372,167,179,2025-12-09 03:28:00,14,22.93
6415,162,10,14,2025-12-09 03:28:00,36,61.24
19291,388,65,229,2025-12-09 03:46:00,16,28.88
4829,150,134,200,2025-12-09 03:49:00,56,86.3
14880,493,142,150,2025-12-09 03:55:00,6,12.32
5306,127,213,193,2025-12-09 04:04:00,55,86.71
9118,243,12,2,2025-12-09 04:20:00,41,63.83
11189,128,32,217,2025-12-09 04:24:00,26,42.34
19169,457,193,191,2025-12-09 04:29:00,40,63.76
7104,366,233,4,2025-12-09 04:32:00,51,83.99
8320,32,190,229,2025-12-09 04:35:00,48,72.72
6881,245,225,11,2025-12-09 04:48:00,34,54.1
10961,448,4,109,2025-12-09 04:54:00,20,34.44
13620,288,192,169,2025-12-09 05:12:00,21,32.45
9914,445,100,111,2025-12-09 05:13:00,55,85.34
10524,452,168,188,2025-12-09 05:15:00,12,22.47
15873,70,63,154,2025-12-09 05:16:00,55,85.92
13475,325,10,148,2025-12-09 05:18:00,30,45.64
8350,216,222,208,2025-12-09 05:24:00,40,62.01
15251,235,163,45,2025-12-09 05:49:00,50,78.58
17394,162,83,6,2025-12-09 05:56:00,9,13.45
3305,318,36,58,2025-12-09 05:58:00,47,72.3
16606,357,35,131,2025-12-09 06:07:00,32,53.49
1295,235,227,115,2025-12-09 06:21:00,50,78.13
11312,443,183,175,2025-12-09 06:26:00,46,71.2
10361,201,135,190,2025-12-09 06:31:00,54,83.53
6117,143,121,175,2025-12-09 06:40:00,19,30.95
7411,296,100,127,2025-12-09 06:42:00,52,82.14
440,249,225,40,2025-12-09 06:48:00,15,21.99
10648,296,50,208,2025-12-09 06:56:00,19,30.75
4451,227,227,180,2025-12-09 07:00:00,14,23.55
7858,286,203,91,2025-12-09 07:05:00,46,71.34
8598,313,128,122,2025-12-09 07:13:00,24,36.2
7935,477,118,159,2025-12-09 07:14:00,18,32.88
10472,368,254,67,2025-12-09 07:28:00,10,16.62
13202,461,228,158,2025-12-09 07:35:00,46,72.58
15962,348,184,81,2025-12-09 07:35:00,54,85.88
19842,26,39,159,2025-12-09 07:38:00,20,33.43
5878,419,219,65,2025-12-09 07:40:00,53,82.72
13044,166,117,64,2025-12-09 07:49:00,56,87.73
186,242,226,179,2025-12-09 07:55:00,60,92.39
1694,295,108,113,2025-12-09 08:04:00,30,51.09
9273,303,265,175,2025-12-09 08:18:00,22,38.56
3508,429,241,150,2025-12-09 08:28:00,8,12.75
17784,381,152,114,2025-12-09 08:29:00,6,12.49
15655,95,72,147,2025-12-09 08:38:00,13,21.65
6558,248,70,145,2025-12-09 08:49:00,58,91.08
3693,149,231,106,2025-12-09 08:50:00,50,75.91
5749,450,97,114,2025-12-09 08:52:00,40,62.34
6740,142,60,56,2025-12-09 08:55:00,7,13.64
280,364,195,75,2025-12-09 08:58:00,46,69.78
6018,32,3,152,2025-12-09 09:05:00,56,86.65
18305,46,260,112,2025-12-09 09:17:00,48,73.64
11322,72,18,18,2025-12-09 09:22:00,35,55.44
7947,366,126,207,2025-12-09 09:32:00,39,61.22
18281,433,252,24,2025-12-09 09:39:00,23,38.07
449,421,227,89,2025-12-09 09:40:00,11,18.01
7619,371,41,39,2025-12-09 09:42:00,54,85.25
13875,70,143,216,2025-12-09 09:45:00,50,74.8
8386,473,157,251,2025-12-09 09:54:00,34,56.35
6772,216,230,248,2025-12-09 09:57:00,46,74.39
10892,85,118,190,2025-12-09 10:02:00,11,17.45
2637,253,171,109,2025-12-09 10:04:00,21,36.23
12333,370,135,212,2025-12-09 10:06:00,28,46.18
15119,341,31,239,2025-12-09 10:13:00,5,9.36
7092,353,237,265,2025-12-09 10:19:00,12,21.49
730,51,133,242,2025-12-09 10:22:00,45,70.17
576,442,163,214,2025-12-09 10:39:00,16,26.76
17838,104,23,131,2025-12-09 10:56:00,22,39.18
4321,360,13,221,2025-12-09 11:00:00,28,47.96
14122,471,95,13,2025-12-09 11:06:00,32,57.7
6846,353,243,103,2025-12-09 11:07:00,11,16.27
6344,273,81,248,2025-12-09 11:09:00,60,96.03
15144,445,263,220,2025-12-09 11:15:00,49,78.1
6754,343,204,22,2025-12-09 11:16:00,6,13.75
2652,35,200,102,2025-12-09 11:17:00,23,35.03
2032,139,26,181,2025-12-09 11:28:00,36,57.68
10268,488,32,73,2025-12-09 11:39:00,41,66.39
6236,141,242,135,2025-12-09 11:43:00,19,33.84
10405,380,54,115,2025-12-09 11:43:00,14,23.22
4286,211,51,113,2025-12-09 11:45:00,8,16.09
18604,89,97,207,2025-12-09 11:45:00,36,57.0
15599,190,171,169,2025-12-09 11:51:00,25,36.76
9951,381,115,79,2025-12-09 11:52:00,12,21.83
14751,443,244,189,2025-12-09 11:56:00,18,28.9
4642,118,57,124,2025-12-09 11:58:00,54,86.07
8363,283,255,89,2025-12-09 12:01:00,56,89.11
16319,129,249,179,2025-12-09 12:12:00,51,79.87
1195,378,40,32,2025-12-09 12:12:00,32,54.53
14436,474,92,245,2025-12-09 12:14:00,55,85.49
3009,205,62,230,2025-12-09 12:17:00,31,49.15
17054,212,142,70,2025-12-09 12:18:00,55,81.36
18363,382,83,130,2025-12-09 12:21:00,56,89.78
12611,309,2,48,2025-12-09 12:36:00,36,55.99
14542,447,168,133,2025-12-09 12:38:00,6,10.38
11236,81,52,42,2025-12-09 12:39:00,31,50.55
1451,447,216,255,2025-12-09 12:39:00,41,65.47
10000,412,176,176,2025-12-09 12:43:00,42,68.3
8774,498,252,84,2025-12-09 12:45:00,35,53.23
2268,193,198,130,2025-12-09 12:46:00,42,67.06
1375,167,58,98,2025-12-09 12:47:00,53,83.26
13065,230,85,145,2025-12-09 13:00:00,49,79.91
9848,62,21,205,2025-12-09 13:13:00,39,63.05
6108,279,89,217,2025-12-09 13:15:00,28,45.72
7384,233,151,197,2025-12-09 13:17:00,8,13.99
4484,190,205,52,2025-12-09 13:19:00,11,18.13
15343,39,137,81,2025-12-09 13:40:00,55,86.07
18274,414,89,46,2025-12-09 13:45:00,37,60.23
9751,405,113,36,2025-12-09 13:45:00,18,32.12
5684,126,81,50,2025-12-09 13:47:00,47,73.26
9193,310,135,123,2025-12-09 13:48:00,21,35.27
5909,6,220,103,2025-12-09 13:54:00,60,92.8
5062,328,97,85,2025-12-09 13:58:00,33,52.89
6033,97,37,5,2025-12-09 14:01:00,5,10.48
6610,303,241,222,2025-12-09 14:10:00,26,41.65
18778,423,203,86,2025-12-09 14:15:00,41,61.04
17317,336,60,110,2025-12-09 14:18:00,26,44.95
6624,340,95,114,2025-12-09 14:25:00,9,14.96
6215,76,40,1,2025-12-09 14:41:00,53,83.64
17497,171,212,59,2025-12-09 15:01:00,37,55.36
9366,216,139,165,2025-12-09 15:08:00,57,88.66
10250,252,135,208,2025-12-09 15:10:00,23,35.53
731,456,120,133,2025-12-09 15:10:00,59,91.0
2121,312,244,259,2025-12-09 15:18:00,47,73.7
14169,383,211,249,2025-12-09 15:23:00,27,46.53
3162,139,164,215,2025-12-09 15:31:00,35,57.43
4760,309,198,239,2025-12-09 15:31:00,29,45.83
1913,345,244,131,2025-12-09 15:37:00,36,57.41
19320,201,14,251,2025-12-09 15:41:00,51,78.06
18510,337,217,251,2025-12-09 15:41:00,58,91.45
4608,475,108,36,2025-12-09 15:44:00,32,48.9
1812,199,215,243,2025-12-09 16:09:00,41,65.71
16301,254,88,186,2025-12-09 16:12:00,14,23.84
10882,349,104,184,2025-12-09 16:23:00,48,74.94
16986,74,24,67,2025-12-09 16:29:00,8,12.15
5501,70,240,29,2025-12-09 16:30:00,41,65.09
8383,120,224,226,2025-12-09 16:34:00,35,56.51
11106,465,170,127,2025-12-09 16:34:00,21,34.25
1420,148,86,92,2025-12-09 16:35:00,8,16.95
1463,38,77,229,2025-12-09 16:45:00,36,55.05
551,444,167,154,2025-12-09 16:52:00,34,55.61
9756,41,184,207,2025-12-09 16:53:00,7,9.31
17814,48,195,131,2025-12-09 17:03:00,27,39.84
16112,387,56,222,2025-12-09 17:08:00,15,27.17
12137,70,154,247,2025-12-09 17:13:00,29,49.8
18856,145,249,178,2025-12-09 17:15:00,53,83.71
3409,487,173,157,2025-12-09 17:18:00,35,55.26
16760,274,164,77,2025-12-09 17:18:00,52,80.2
14709,184,112,75,2025-12-09 17:23:00,19,29.39
14328,254,149,177,2025-12-09 17:23:00,45,74.09
3035,35,226,186,2025-12-09 17:39:00,50,77.03
10058,334,254,228,2025-12-09 17:45:00,43,70.34
12617,141,91,227,2025-12-09 17:50:00,26,42.89
18567,419,50,195,2025-12-09 17:55:00,34,54.15
15515,137,14,189,2025-12-09 18:07:00,11,22.29
6466,439,116,111,2025-12-09 18:13:00,53,85.38
16395,143,208,31,2025-12-09 18:17:00,56,83.94
7873,430,43,60,2025-12-09 18:25:00,16,27.94
7489,72,171,165,2025-12-09 18:28:00,38,64.93
17599,492,245,135,2025-12-09 18:37:00,57,86.22
16564,213,63,238,2025-12-09 18:39:00,52,76.87
15850,237,231,147,2025-12-09 18:54:00,30,51.07
410,491,73,83,2025-12-09 18:55:00,18,31.32
11698,103,264,118,2025-12-09 19:00:00,7,13.57
6785,43,15,141,2025-12-09 19:03:00,30,48.3
9659,106,32,53,2025-12-09 19:07:00,57,85.01
498,92,248,165,2025-12-09 19:08:00,53,79.09
10259,31,29,231,2025-12-09 19:09:00,40,62.6
11086,495,47,177,2025-12-09 19:18:00,50,83.0
8416,268,229,62,2025-12-09 19:31:00,9,16.2
14893,118,81,190,2025-12-09 19:53:00,26,40.25
6040,3,178,80,2025-12-09 19:55:00,23,37.01
251,489,242,12,2025-12-09 19:57:00,47,72.97
662,252,87,204,2025-12-09 19:57:00,29,42.68
16294,495,152,251,2025-12-09 20:03:00,54,83.99
9739,390,160,23,2025-12-09 20:08:00,50,80.02
19597,443,256,80,2025-12-09 20:15:00,45,72.85
16728,209,244,250,2025-12-09 20:32:00,35,51.65
12020,386,247,74,2025-12-09 20:44:00,57,85.01
18303,292,93,135,2025-12-09 20:48:00,17,25.82
3672,119,62,259,2025-12-09 20:49:00,60,91.02
9533,106,114,17,2025-12-09 21:00:00,21,36.46
4795,451,4,113,2025-12-09 21:01:00,51,81.24
15487,55,71,91,2025-12-09 21:06:00,29,45.9
1496,354,94,171,2025-12-09 21:15:00,9,17.12
5145,306,146,61,2025-12-09 21:16:00,23,39.98
3878,96,64,1,2025-12-09 21:17:00,29,44.02
7742,375,207,228,2025-12-09 21:21:00,7,14.66
18445,256,122,196,2025-12-09 21:27:00,53,81.31
5600,197,131,67,2025-12-09 21:29:00,33,51.56
14786,277,64,176,2025-12-09 21:34:00,53,82.33
9272,474,264,45,2025-12-09 21:36:00,8,15.71
11970,7,26,65,2025-12-09 21:41:00,36,57.4
19515,86,48,18,2025-12-09 21:52:00,34,53.57
4849,52,256,125,2025-12-09 21:53:00,29,44.17
13430,99,51,10,2025-12-09 21:54:00,34,52.58
10975,53,150,66,2025-12-09 22:27:00,50,77.7
19461,88,258,65,2025-12-09 22:30:00,47,76.32
11643,47,162,163,2025-12-09 22:36:00,8,18.39
18614,107,148,136,2025-12-09 22:37:00,12,21.04
13241,197,63,135,2025-12-09 22:38:00,60,91.88
5757,331,121,249,2025-12-09 22:44:00,24,38.1
4922,22,87,195,2025-12-09 22:50:00,49,75.85
16967,331,49,170,2025-12-09 22:53:00,32,51.09
19184,198,182,180,2025-12-09 22:58:00,6,12.51
9425,266,9,130,2025-12-09 23:01:00,21,35.19
7373,441,219,58,2025-12-09 23:07:00,37,56.37
14829,98,15,134,2025-12-09 23:14:00,19,31.03
7874,93,105,246,2025-12-09 23:18:00,32,50.15
1753,122,141,165,2025-12-09 23:22:00,21,32.46
9626,320,57,152,2025-12-09 23:26:00,23,36.93
12775,294,17,203,2025-12-09 23:34:00,49,72.91
17908,312,169,218,2025-12-09 23:39:00,23,38.67
1264,485,120,126,2025-12-09 23:50:00,19,32.85
7181,454,32,89,2025-12-09 23:56:00,51,78.98
11426,42,68,54,2025-12-10 00:06:00,32,54.2
7711,31,151,7,2025-12-10 00:36:00,9,17.69
13189,111,159,197,2025-12-10 00:45:00,36,60.98
9677,372,42,191,2025-12-10 00:46:00,55,84.37
1715,11,99,119,2025-12-10 00:51:00,16,30.01
16220,340,103,80,2025-12-10 00:53:00,47,73.83
7344,203,20,199,2025-12-10 00:55:00,43,67.72
2889,261,5,194,2025-12-10 01:25:00,30,51.69
14379,277,185,112,2025-12-10 01:32:00,37,57.85
3931,288,98,1,2025-12-10 01:34:00,25,36.15
10713,127,119,205,2025-12-10 01:36:00,19,26.61
13898,162,220,194,2025-12-10 01:40:00,46,73.16
18561,73,165,58,2025-12-10 01:45:00,41,61.41
12770,167,25,226,2025-12-10 01:45:00,30,46.89
9875,223,83,217,2025-12-10 01:50:00,38,55.5
17592,114,248,258,2025-12-10 01:54:00,59,90.33
3357,204,10,55,2025-12-10 02:21:00,43,66.89
6202,376,92,163,2025-12-10 02:31:00,40,64.06
1573,288,50,120,2025-12-10 02:33:00,25,39.82
2621,158,75,215,2025-12-10 02:38:00,24,38.48
10045,88,239,194,2025-12-10 02:38:00,47,79.0
6090,343,132,220,2025-12-10 02:44:00,7,14.48
8891,79,216,256,2025-12-10 02:48:00,14,22.62
16765,343,73,98,2025-12-10 02:50:00,20,34.0
13159,396,33,119,2025-12-10 02:52:00,57,86.71
18762,346,58,132,2025-12-10 02:53:00,30,47.51
1534,40,142,241,2025-12-10 02:54:00,26,42.22
7286,193,121,108,2025-12-10 02:59:00,13,23.44
19034,437,63,215,2025-12-10 03:12:00,16,30.37
2609,123,90,60,2025-12-10 03:14:00,57,90.46
11598,306,247,22,2025-12-10 03:38:00,5,12.6
2592,334,76,172,2025-12-10 03:40:00,17,29.71
19707,455,107,55,2025-12-10 03:40:00,52,81.21
124,301,20,15,2025-12-10 03:44:00,47,75.35
10079,58,16,124,2025-12-10 03:45:00,20,35.03
9890,257,60,189,2025-12-10 03:55:00,41,67.33
15322,39,144,187,2025-12-10 03:57:00,43,68.24
18676,222,244,84,2025-12-10 04:01:00,28,46.94
10353,441,78,23,2025-12-10 04:11:00,35,54.16
7057,212,79,110,2025-12-10 04:22:00,57,87.0
4359,391,26,23,2025-12-10 04:30:00,27,43.9
7122,27,204,188,2025-12-10 04:33:00,30,50.21
16002,113,176,125,2025-12-10 04:34:00,9,15.21
2038,114,21,76,2025-12-10 04:40:00,38,61.2
6053,485,240,232,2025-12-10 04:42:00,60,89.01
7906,477,36,132,2025-12-10 04:45:00,28,44.52
11896,350,176,208,2025-12-10 04:54:00,37,57.3
2251,471,29,177,2025-12-10 05:02:00,37,55.59
3351,362,104,53,2025-12-10 05:14:00,19,31.77
1385,293,189,44,2025-12-10 05:14:00,56,89.19
1916,239,96,40,2025-12-10 05:26:00,12,23.42
12812,123,164,244,2025-12-10 05:35:00,35,54.62
10235,122,154,140,2025-12-10 05:46:00,59,94.74
13985,131,92,228,2025-12-10 05:53:00,24,41.04
8610,195,182,199,2025-12-10 06:23:00,48,74.3
15265,347,81,87,2025-12-10 06:28:00,48,72.99
309,131,116,11,2025-12-10 06:31:00,48,74.65
5046,13,24,112,2025-12-10 06:39:00,15,25.32
19536,487,9,225,2025-12-10 06:40:00,25,41.19
3358,444,226,42,2025-12-10 06:56:00,50,75.94
15902,69,77,42,2025-12-10 07:09:00,57,86.54
17657,284,226,30,2025-12-10 07:15:00,20,30.36
12885,444,51,46,2025-12-10 07:21:00,46,73.15
6371,267,51,47,2025-12-10 07:23:00,33,51.62
16518,115,115,262,2025-12-10 07:25:00,48,77.98
19756,325,236,109,2025-12-10 07:26:00,46,77.03
17859,492,137,30,2025-12-10 07:27:00,56,89.69
3760,436,70,222,2025-12-10 07:38:00,58,92.22
16863,459,250,86,2025-12-10 07:47:00,26,40.85
6460,157,46,5,2025-12-10 07:49:00,5,6.88
4452,137,28,103,2025-12-10 07:54:00,45,70.25
17779,425,6,14,2025-12-10 08:04:00,55,85.36
13228,486,197,182,2025-12-10 08:10:00,16,25.08
12867,304,216,40,2025-12-10 08:13:00,54,85.52
